Zip Code,City,Pills
90011,LOS ANGELES,196600
93701,FRESNO,196500
94965,SAUSALITO,195600
91208,GLENDALE,194140
95219,STOCKTON,192850
95451,KELSEYVILLE,192400
95247,MURPHYS,191500
95070,SARATOGA,191420
91733,EL MONTE,190400
95959,NEVADA CITY,190050
90621,BUENA PARK,188960
94086,SUNNYVALE,188300
95987,WILLIAMS,187900
92210,INDIAN WELLS,187700
93241,LAMONT,187300
90031,LOS ANGELES,186940
90221,COMPTON,186000
90062,LOS ANGELES,184460
94107,SAN FRANCISCO,183500
90755,SIGNAL HILL,183400
92679,TRABUCO CANYON,180800
91354,VALENCIA,179900
95135,SAN JOSE,178200
91108,SAN MARINO,178200
95722,MEADOW VISTA,177230
92620,IRVINE,176200
95365,PLANADA,174500
90716,HAWAIIAN GARDENS,173950
94143,SAN FRANCISCO,172200
95460,MENDOCINO,171900
95322,GUSTINE,171620
94108,SAN FRANCISCO,169930
95694,WINTERS,168000
93314,BAKERSFIELD,164800
95973,CHICO,164730
94925,CORTE MADERA,164470
90604,WHITTIER,162500
91775,SAN GABRIEL,162000
94105,SAN FRANCISCO,158220
90029,LOS ANGELES,157910
95536,FERNDALE,156200
93460,SANTA YNEZ,153600
96028,FALL RIVER MILLS,152600
90304,INGLEWOOD,152300
94956,POINT REYES STATION,152000
93223,FARMERSVILLE,151200
90001,LOS ANGELES,148900
93926,GONZALES,148500
94111,SAN FRANCISCO,148500
93430,CAYUCOS,146040
90010,LOS ANGELES,145360
94707,BERKELEY,145200
92173,SAN YSIDRO,144500
90814,LONG BEACH,144500
93626,FRIANT,142840
91203,GLENDALE,140860
90746,CARSON,138900
93203,ARVIN,137800
96039,HAPPY CAMP,137800
95358,MODESTO,135590
93625,FOWLER,133800
96145,TAHOE CITY,133500
92082,VALLEY CENTER,133260
96118,LOYALTON,131200
93622,FIREBAUGH,130390
91739,RANCHO CUCAMONGA,130200
90063,LOS ANGELES,129860
94104,SAN FRANCISCO,124100
91003,ALTADENA,122700
92625,CORONA DEL MAR,122590
92251,IMPERIAL,116800
95054,SANTA CLARA,116100
92861,VILLA PARK,115500
93204,AVENAL,112300
95436,FORESTVILLE,112200
91390,AGUA DULCE,108400
93271,THREE RIVERS,103800
95334,LIVINGSTON,103230
91746,LA PUENTE,103140
92614,IRVINE,102120
93648,PARLIER,102100
91776,SAN GABRIEL,101490
93434,GUADALUPE,96500
95669,PLYMOUTH,93800
92139,SAN DIEGO,93500
92004,BORREGO SPRINGS,92460
90005,LOS ANGELES,92060
91024,SIERRA MADRE,91500
93656,RIVERDALE,91400
93609,CARUTHERS,91100
94065,REDWOOD CITY,90400
95130,SAN JOSE,89240
93250,MC FARLAND,88700
95827,SACRAMENTO,88530
94515,CALISTOGA,87800
92250,HOLTVILLE,84700
90222,COMPTON,84600
95236,LINDEN,81600
93545,LONE PINE,81460
91605,NORTH HOLLYWOOD,80700
95685,SUTTER CREEK,79600
90704,AVALON,79020
92114,SAN DIEGO,78500
93921,CARMEL,76900
91913,CHULA VISTA,75500
92067,RANCHO SANTA FE,74660
93640,MENDOTA,74200
95467,HIDDEN VALLEY LAKE,72800
92603,IRVINE,71300
91210,GLENDALE,70530
95445,GUALALA,69100
94618,OAKLAND,68000
95110,SAN JOSE,67100
93510,ACTON,66900
94582,SAN RAMON,65580
94518,CONCORD,62800
90715,LAKEWOOD,62200
90270,MAYWOOD,62100
90065,LOS ANGELES,61630
92657,NEWPORT COAST,60400
90040,COMMERCE,56150
90293,PLAYA DEL REY,54080
90077,LOS ANGELES,52700
92410,SAN BERNARDINO,52400
95113,SAN JOSE,52200
90402,SANTA MONICA,52000
93646,ORANGE COVE,51500
91906,CAMPO,49400
93465,TEMPLETON,47320
93730,FRESNO,44742
94805,RICHMOND,42500
95134,SAN JOSE,42000
92661,NEWPORT BEACH,41920
91914,CHULA VISTA,35000
92254,MECCA,33200
90032,LOS ANGELES,29800
93636,MADERA,28900
90058,LOS ANGELES,27200
90702,ARTESIA,25900
95415,BOONVILLE,24100
93615,CUTLER,23200
95131,SAN JOSE,22744
90089,LOS ANGELES,22320
90302,INGLEWOOD,21400
90014,LOS ANGELES,18800
93106,SANTA BARBARA,18500
93660,SAN JOAQUIN,17800
92401,SAN BERNARDINO,16100
90003,LOS ANGELES,12900
95389,YOSEMITE NATIONAL PARK,12100
95929,CHICO,11500
92182,SAN DIEGO,10600
96146,OLYMPIC VALLEY,9200
93740,FRESNO,9100
93407,SAN LUIS OBISPO,8700
94303,EAST PALO ALTO,8100
91008,DUARTE,7000
94305,STANFORD,6900
93235,IVANHOE,6700
90021,LOS ANGELES,6600
95192,SAN JOSE,6300
94542,HAYWARD,6300
93035,OXNARD,4600
90094,PLAYA VISTA,4040
95832,SACRAMENTO,3900
92521,RIVERSIDE,3800
92003,BONSALL,3500
95936,DOWNIEVILLE,3390
91962,PINE VALLEY,3360
95065,SANTA CRUZ,3300
95671,REPRESA,3200
95646,KIRKWOOD,3150
91330,NORTHRIDGE,3100
91207,GLENDALE,3075
93265,SPRINGVILLE,3000
94942,MILL VALLEY,2500
95713,COLFAX,2300
95631,FORESTHILL,2000
94027,ATHERTON,1824
94128,SAN FRANCISCO,1300
94125,SAN FRANCISCO,1300
95567,SMITH RIVER,1200
93022,OAK VIEW,1100
92662,NEWPORT BEACH,1100
96062,MILLVILLE,1000
92834,FULLERTON,1000
95139,SAN JOSE,900
91377,OAK PARK,800
96052,LEWISTON,700
93619,CLOVIS,700
95673,RIO LINDA,600
95327,JAMESTOWN,600
95757,ELK GROVE,600
93924,CARMEL VALLEY,600
95709,CAMINO,600
95465,OCCIDENTAL,600
93920,BIG SUR,600
95001,APTOS,500
95558,PETROLIA,500
93908,SALINAS,500
96056,MCARTHUR,500
94552,CASTRO VALLEY,500
91935,JAMUL,500
92378,RIMFOREST,500
95614,COOL,500
91501,BURBANK,400
94130,SAN FRANCISCO,400
92091,RANCHO SANTA FE,400
92405,SAN BERNARDINO,400
92515,RIVERSIDE,340
95258,WOODBRIDGE,300
92587,CANYON LAKE,300
94028,PORTOLA VALLEY,300
95693,WILTON,200
95683,SLOUGHHOUSE,200
93529,JUNE LAKE,200
95619,DIAMOND SPRINGS,200
95033,LOS GATOS,200
94085,SUNNYVALE,200
93451,SAN MIGUEL,200
95402,SANTA ROSA,200
92179,SAN DIEGO,180
93725,FRESNO,180
95053,SANTA CLARA,150
95215,STOCKTON,130
90018,LOS ANGELES,120
95634,GEORGETOWN,100
95736,WEIMAR,100
94720,BERKELEY,100
92261,PALM DESERT,100
96088,SHINGLETOWN,100
95912,ARBUCKLE,100
94930,FAIRFAX,100
95427,COMPTCHE,100
93602,AUBERRY,100
90290,TOPANGA,100
94938,LAGUNITAS,100
94951,PENNGROVE,100
90742,SUNSET BEACH,100
95690,WALNUT GROVE,100
94920,TIBURON,100
91978,SPRING VALLEY,0
96129,BECKWOURTH,0
96137,WESTWOOD,0
96120,MARKLEEVILLE,0
92007,CARDIFF BY THE SEA,0
96064,MONTAGUE,0
96103,GRAEAGLE,0
90056,LOS ANGELES,0
95962,OREGON HOUSE,0
90068,LOS ANGELES,0
90073,LOS ANGELES,0
96032,FORT JONES,0
92023,ENCINITAS,0
96009,BIEBER,0
90305,INGLEWOOD,0
90748,CARSON,0
95934,CRESCENT MILLS,0
90822,LONG BEACH,0
95117,SAN JOSE,0
93009,VENTURA,0
92036,JULIAN,0
93643,NORTH FORK,0
94005,BRISBANE,0
93944,PRESIDIO OF MONTEREY,0
93922,CARMEL,0
95368,SALIDA,0
93667,TOLLHOUSE,0
95381,TURLOCK,0
93647,OROSI,0
95426,COBB,0
92055,CAMP PENDLETON,0
93614,COARSEGOLD,0
95449,HOPLAND,0
95450,LITTLE RIVER,0
93604,BASS LAKE,0
93601,AHWAHNEE,0
93539,LANCASTER,0
93516,BORON,0
94037,MONTARA,0
94038,MOSS BEACH,0
94060,PESCADERO,0
94514,DISCOVERY BAY,0
95046,SAN MARTIN,0
95012,CASTROVILLE,0
95005,BEN LOMOND,0
94970,STINSON BEACH,0
94964,SAN QUENTIN,0
94963,SAN GERONIMO,0
94940,MARSHALL,0
94924,BOLINAS,0
95221,ALTAVILLE,0
94923,BODEGA BAY,0
95231,FRENCH CAMP,0
94592,VALLEJO,0
94567,POPE VALLEY,0
95310,COLUMBIA,0
95319,EMPIRE,0
93456,SANTA MARIA,0
95497,THE SEA RANCH,0
95502,EUREKA,0
95663,PENRYN,0
92623,IRVINE,0
92609,IRVINE,0
95686,THORNTON,0
92585,SUN CITY,0
95696,VACAVILLE,0
95735,TWIN BRIDGES,0
92375,REDLANDS,0
92350,LOMA LINDA,0
92316,BLOOMINGTON,0
92314,BIG BEAR CITY,0
92282,WHITEWATER,0
92276,THOUSAND PALMS,0
92247,LA QUINTA,0
92186,SAN DIEGO,0
92096,SAN MARCOS,0
92624,CAPISTRANO BEACH,0
92669,ORANGE,0
93424,AVILA BEACH,0
95655,MATHER,0
93409,SAN LUIS OBISPO,0
93380,BAKERSFIELD,0
93243,LEBEC,0
95562,RIO DELL,0
95570,TRINIDAD,0
93234,HURON,0
93222,PINE MOUNTAIN,0
93219,EARLIMART,0
95604,AUBURN,0
93067,SUMMERLAND,0
93066,SOMIS,0
93024,OJAI,0
92822,BREA,0
92803,ANAHEIM,0
92715,IRVINE,0
96162,TRUCKEE,0
