Zip Code,Returns,AIG,,
95357,2160,27363,,
95357,1298,47112,,
95357,811,49891,,
95357,489,42270,,
95357,508,67262,,
95357,121,51795,,
95358,"11,756","450,130",,
95358,5871,77407,,
95358,3220,114432,,
95358,1329,80848,,
95358,635,54578,,
95358,593,77106,,
95358,108,45759,,
95360,"4,504","187,901",,
95360,1877,25871,,
95360,1356,49634,,
95360,677,41101,,
95360,312,26911,,
95360,255,31902,,
95360,27,12482,,
95361,"13,109","752,533",,
95361,4841,61064,,
95361,3097,111729,,
95361,1910,117697,,
95361,1312,113305,,
95361,1619,215184,,
95361,330,133554,,
95363,"10,690","462,756",,
95363,4636,62514,,
95363,2871,102664,,
95363,1463,89900,,
95363,839,72473,,
95363,788,100514,,
95363,93,34691,,
95365,"1,879","51,060",,
95365,1115,16175,,
95365,565,19440,,
95365,132,7779,,
95365,36,3077,,
95365,31,4589,,
95365,**,**,,
95366,"7,079","494,589",,
95366,2314,28250,,
95366,1366,50204,,
95366,1096,67916,,
95366,758,65606,,
95366,1265,171349,,
95366,280,111264,,
95367,"9,487","422,164",,
95367,4015,52609,,
95367,2386,86094,,
95367,1402,86155,,
95367,869,75226,,
95367,720,91677,,
95367,95,30403,,
95368,"5,613","273,470",,
95368,2032,26289,,
95368,1407,52088,,
95368,1002,61902,,
95368,596,51194,,
95368,534,68219,,
95368,42,13778,,
95369,404,"15,337",,
95369,194,2566,,
95369,112,4025,,
95369,44,2646,,
95369,28,2415,,
95369,26,3685,,
95369,**,**,,
95370,"11,079","559,316",,
95370,4515,56530,,
95370,2608,94407,,
95370,1649,101709,,
95370,994,86032,,
95370,1092,143185,,
95370,221,77453,,
95372,"1,205","55,846",,
95372,462,5682,,
95372,310,11135,,
95372,220,13583,,
95372,105,9022,,
95372,108,16424,,
95372,**,**,,
95374,675,"24,507",,
95374,323,4160,,
95374,215,7498,,
95374,72,4393,,
95374,36,3124,,
95374,29,5332,,
95374,**,**,,
95376,"20,888","1,036,074",,
95376,7822,101970,,
95376,5321,193756,,
95376,3214,197420,,
95376,2009,174011,,
95376,2262,294719,,
95376,260,74198,,
95377,"11,509","793,158",,
95377,3258,39763,,
95377,2108,77752,,
95377,1711,106808,,
95377,1562,135804,,
95377,2510,336253,,
95377,360,96778,,
95379,"1,634","80,237",,
95379,618,8012,,
95379,444,15770,,
95379,243,15176,,
95379,167,14391,,
95379,162,26888,,
95379,**,**,,
95380,"15,161","569,379",,
95380,7507,98508,,
95380,4146,146143,,
95380,1754,106859,,
95380,874,75469,,
95380,765,99675,,
95380,115,42725,,
95382,"14,019","778,758",,
95382,5200,64603,,
95382,3097,112791,,
95382,2173,134381,,
95382,1427,123155,,
95382,1840,242974,,
95382,282,100854,,
95383,"1,955","106,463",,
95383,741,9158,,
95383,476,17295,,
95383,283,17534,,
95383,190,16457,,
95383,218,28808,,
95383,47,17211,,
95385,119,"7,084",,
95385,39,489,,
95385,80,6595,,
95385,**,**,,
95385,**,**,,
95385,**,**,,
95385,**,**,,
95386,"3,878","169,647",,
95386,1671,22513,,
95386,1077,38453,,
95386,540,33157,,
95386,296,25322,,
95386,271,34696,,
95386,23,15506,,
95388,"5,016","145,124",,
95388,2893,40431,,
95388,1466,51042,,
95388,404,24387,,
95388,145,12475,,
95388,108,16789,,
95388,**,**,,
95389,870,"32,459",,
95389,363,5995,,
95389,318,10855,,
95389,110,6573,,
95389,38,3307,,
95389,41,5729,,
95389,**,**,,
95391,"3,771","307,441",,
95391,718,9290,,
95391,607,22833,,
95391,628,39013,,
95391,582,50998,,
95391,1110,150747,,
95391,126,34560,,
95401,"15,641","788,844",,
95401,6314,83519,,
95401,4398,159065,,
95401,2285,140067,,
95401,1229,105775,,
95401,1209,157621,,
95401,206,142797,,
95403,"19,376","1,182,120",,
95403,6903,89273,,
95403,4905,178610,,
95403,2954,181624,,
95403,1757,152080,,
95403,2298,305102,,
95403,559,275431,,
95404,"17,461","1,290,175",,
95404,6078,76026,,
95404,4004,144795,,
95404,2397,148002,,
95404,1522,132212,,
95404,2404,329971,,
95404,1056,459169,,
95405,"10,744","707,301",,
95405,3429,41772,,
95405,2516,91615,,
95405,1675,103221,,
95405,1142,98704,,
95405,1540,207768,,
95405,442,164221,,
95407,"15,578","597,637",,
95407,6841,94126,,
95407,4773,170730,,
95407,2149,131551,,
95407,1017,87450,,
95407,731,92180,,
95407,67,21600,,
95409,"12,959","892,928",,
95409,3982,48544,,
95409,2900,106363,,
95409,2084,128626,,
95409,1367,118702,,
95409,2024,275187,,
95409,602,215506,,
95410,418,"19,935",,
95410,216,2384,,
95410,95,3317,,
95410,45,2727,,
95410,21,1769,,
95410,41,9738,,
95410,**,**,,
95412,104,"4,040",,
95412,46,555,,
95412,58,3485,,
95412,**,**,,
95412,**,**,,
95412,**,**,,
95412,0,0,,
95415,633,"24,222",,
95415,314,4223,,
95415,171,6130,,
95415,74,4437,,
95415,37,3248,,
95415,37,6184,,
95415,**,**,,
95420,99,"6,199",,
95420,40,405,,
95420,59,5794,,
95420,**,**,,
95420,**,**,,
95420,**,**,,
95420,**,**,,
95421,584,"33,323",,
95421,226,2854,,
95421,165,5921,,
95421,95,5776,,
95421,51,4410,,
95421,47,14362,,
95421,**,**,,
95422,"4,353","124,682",,
95422,2636,34628,,
95422,1092,38049,,
95422,354,21603,,
95422,151,12793,,
95422,120,17609,,
95422,**,**,,
95423,"1,318","45,963",,
95423,671,8453,,
95423,338,11998,,
95423,159,9573,,
95423,86,7453,,
95423,64,8486,,
95423,**,**,,
95425,"4,801","253,869",,
95425,1720,22969,,
95425,1242,44704,,
95425,743,45570,,
95425,491,42463,,
95425,521,68721,,
95425,84,29442,,
95427,174,"7,883",,
95427,98,1106,,
95427,76,6777,,
95427,**,**,,
95427,**,**,,
95427,**,**,,
95427,**,**,,
95428,721,"23,930",,
95428,397,5211,,
95428,213,7565,,
95428,71,4262,,
95428,40,6892,,
95428,**,**,,
95428,**,**,,
95432,166,"9,956",,
95432,80,926,,
95432,86,9030,,
95432,**,**,,
95432,**,**,,
95432,**,**,,
95432,**,**,,
95436,"2,650","144,266",,
95436,959,11645,,
95436,669,24204,,
95436,397,24482,,
95436,261,22609,,
95436,301,39204,,
95436,63,22122,,
95437,"6,158","243,148",,
95437,2860,36938,,
95437,1735,61863,,
95437,776,47567,,
95437,405,34758,,
95437,319,41060,,
95437,63,20962,,
95439,444,"24,557",,
95439,180,2421,,
95439,110,3962,,
95439,55,3370,,
95439,36,3080,,
95439,63,11724,,
95439,**,**,,
95441,"1,241","70,884",,
95441,464,6588,,
95441,361,12639,,
95441,163,9958,,
95441,94,8191,,
95441,118,15563,,
95441,41,17945,,
95442,"1,682","170,626",,
95442,538,7015,,
95442,401,14626,,
95442,271,16666,,
95442,167,14522,,
95442,212,28887,,
95442,93,88910,,
95443,103,"4,050",,
95443,57,757,,
95443,46,3293,,
95443,**,**,,
95443,**,**,,
95443,**,**,,
95443,**,**,,
95444,692,"36,607",,
95444,266,3456,,
95444,171,6191,,
95444,111,6728,,
95444,54,4581,,
95444,68,9406,,
95444,22,6245,,
95445,"1,326","75,895",,
95445,514,6734,,
95445,321,11523,,
95445,190,11490,,
95445,106,9082,,
95445,152,20833,,
95445,43,16233,,
95446,"2,324","111,485",,
95446,965,12127,,
95446,638,23454,,
95446,342,20756,,
95446,183,15707,,
95446,174,21884,,
95446,22,17557,,
95448,"8,737","644,607",,
95448,3250,42084,,
95448,2145,76954,,
95448,1150,70864,,
95448,704,61002,,
95448,1036,139794,,
95448,452,253909,,
95449,698,"30,280",,
95449,329,4498,,
95449,208,7259,,
95449,74,4396,,
95449,39,3319,,
95449,48,10808,,
95449,**,**,,
95450,186,"11,240",,
95450,69,690,,
95450,48,1814,,
95450,39,2752,,
95450,**,**,,
95450,30,5984,,
95450,**,**,,
95451,"4,387","200,278",,
95451,1866,24337,,
95451,1133,40707,,
95451,600,36609,,
95451,352,30186,,
95451,381,48148,,
95451,55,20291,,
95452,889,"83,909",,
95452,270,3281,,
95452,201,7276,,
95452,116,7178,,
95452,90,7979,,
95452,141,19343,,
95452,71,38852,,
95453,"4,509","208,680",,
95453,1870,23679,,
95453,1231,44829,,
95453,627,38621,,
95453,347,30126,,
95453,352,45799,,
95453,82,25626,,
95454,958,"29,936",,
95454,552,6661,,
95454,245,8601,,
95454,87,5357,,
95454,39,3384,,
95454,35,5933,,
95454,**,**,,
95456,326,"17,266",,
95456,134,1535,,
95456,84,3034,,
95456,44,2716,,
95456,26,2295,,
95456,38,7686,,
95456,**,**,,
95457,"1,490","60,247",,
95457,679,8840,,
95457,389,13968,,
95457,224,14062,,
95457,98,8478,,
95457,100,14899,,
95457,**,**,,
95458,928,"32,135",,
95458,479,6128,,
95458,249,8888,,
95458,110,6649,,
95458,56,4744,,
95458,34,5726,,
95458,**,**,,
95459,182,"8,092",,
95459,84,1003,,
95459,39,1506,,
95459,59,5583,,
95459,**,**,,
95459,**,**,,
95459,**,**,,
95460,"1,484","81,570",,
95460,664,7898,,
95460,340,12237,,
95460,188,11557,,
95460,111,9567,,
95460,137,18868,,
95460,44,21443,,
95461,"1,730","78,764",,
95461,774,9687,,
95461,432,15937,,
95461,228,13963,,
95461,125,10831,,
95461,150,19417,,
95461,21,8929,,
95462,536,"22,785",,
95462,249,3066,,
95462,113,4119,,
95462,87,5294,,
95462,47,3970,,
95462,40,6336,,
95462,**,**,,
95464,885,"27,224",,
95464,479,6175,,
95464,240,8482,,
95464,102,6210,,
95464,35,3018,,
95464,29,3339,,
95464,**,**,,
95465,"1,104","72,666",,
95465,471,5600,,
95465,247,8936,,
95465,143,8823,,
95465,91,7885,,
95465,114,15612,,
95465,38,25810,,
95466,596,"23,280",,
95466,301,4224,,
95466,162,5766,,
95466,67,4158,,
95466,31,2645,,
95466,35,6487,,
95466,**,**,,
95467,"2,037","120,623",,
95467,614,7811,,
95467,440,16201,,
95467,377,23323,,
95467,274,23815,,
95467,299,39254,,
95467,33,10219,,
95468,592,"20,346",,
95468,324,3997,,
95468,157,5584,,
95468,51,3047,,
95468,27,2341,,
95468,33,5377,,
95468,**,**,,
95469,764,"32,667",,
95469,353,4456,,
95469,182,6460,,
95469,95,5881,,
95469,64,5469,,
95469,70,10401,,
95469,**,**,,
95470,"2,632","127,645",,
95470,1031,12835,,
95470,675,24256,,
95470,379,23129,,
95470,253,21975,,
95470,257,33137,,
95470,37,12313,,
95472,"12,532","833,207",,
95472,4362,52468,,
95472,2812,102757,,
95472,1787,110418,,
95472,1203,103870,,
95472,1816,245163,,
95472,552,218531,,
95476,"14,915","1,125,609",,
95476,5072,63611,,
95476,3487,125695,,
95476,2206,135214,,
95476,1398,121042,,
95476,2018,274987,,
95476,734,405060,,
95482,"12,281","569,515",,
95482,5299,68182,,
95482,3295,117726,,
95482,1574,96104,,
95482,915,78806,,
95482,997,131121,,
95482,201,77576,,
95485,986,"35,529",,
95485,458,5510,,
95485,296,10597,,
95485,124,7618,,
95485,73,6250,,
95485,35,5554,,
95485,**,**,,
95490,"5,275","211,596",,
95490,2414,29259,,
95490,1428,51108,,
95490,736,44934,,
95490,342,29517,,
95490,312,40327,,
95490,43,16451,,
95492,"12,793","809,849",,
95492,4211,53507,,
95492,2780,101768,,
95492,1905,117649,,
95492,1384,119771,,
95492,2136,287944,,
95492,377,129210,,
95494,114,"6,483",,
95494,33,432,,
95494,81,6051,,
95494,**,**,,
95494,**,**,,
95494,**,**,,
95494,**,**,,
95501,"8,755","336,472",,
95501,4356,55715,,
95501,2312,82824,,
95501,1061,65060,,
95501,502,43240,,
95501,437,56126,,
95501,87,33507,,
95503,"9,417","462,183",,
95503,3767,48419,,
95503,2385,85923,,
95503,1462,89876,,
95503,854,73362,,
95503,790,103645,,
95503,159,60958,,
95519,"7,213","347,295",,
95519,2973,38106,,
95519,1797,64782,,
95519,1075,66212,,
95519,651,56225,,
95519,623,80691,,
95519,94,41279,,
95521,"7,032","273,719",,
95521,3894,45007,,
95521,1489,53651,,
95521,703,43004,,
95521,411,35494,,
95521,435,57562,,
95521,100,39001,,
95524,"1,004","67,921",,
95524,376,4135,,
95524,216,7884,,
95524,132,8241,,
95524,107,9253,,
95524,120,15555,,
95524,53,22853,,
95525,825,"37,439",,
95525,350,4545,,
95525,187,6736,,
95525,144,8663,,
95525,71,6101,,
95525,73,11394,,
95525,**,**,,
95526,173,"10,677",,
95526,85,1114,,
95526,48,1753,,
95526,40,7810,,
95526,**,**,,
95526,**,**,,
95526,**,**,,
95527,155,"5,201",,
95527,76,826,,
95527,38,1371,,
95527,41,3004,,
95527,**,**,,
95527,**,**,,
95527,0,0,,
95528,396,"16,980",,
95528,171,2123,,
95528,103,3628,,
95528,65,4024,,
95528,31,2694,,
95528,26,4511,,
95528,**,**,,
95531,"7,649","330,225",,
95531,3460,42289,,
95531,1844,65262,,
95531,1011,62172,,
95531,635,54958,,
95531,617,78534,,
95531,82,27010,,
95536,"1,257","57,973",,
95536,502,6236,,
95536,349,12523,,
95536,181,11224,,
95536,105,9125,,
95536,100,13128,,
95536,20,5737,,
95540,"5,422","251,496",,
95540,2289,28853,,
95540,1421,50948,,
95540,792,48810,,
95540,464,40012,,
95540,380,49486,,
95540,76,33387,,
95542,918,"33,705",,
95542,496,6227,,
95542,241,8347,,
95542,86,5291,,
95542,47,4023,,
95542,48,9817,,
95542,**,**,,
95543,316,"17,328",,
95543,98,1217,,
95543,78,2760,,
95543,62,3761,,
95543,40,3401,,
95543,38,6189,,
95543,**,**,,
95546,914,"28,079",,
95546,519,6693,,
95546,256,9117,,
95546,70,4329,,
95546,45,3841,,
95546,24,4099,,
95546,**,**,,
95547,557,"29,925",,
95547,195,2383,,
95547,136,4834,,
95547,82,5025,,
95547,67,5820,,
95547,77,11863,,
95547,**,**,,
95548,396,"11,574",,
95548,234,3032,,
95548,88,3091,,
95548,74,5451,,
95548,**,**,,
95548,**,**,,
95548,**,**,,
95549,334,"21,899",,
95549,107,1269,,
95549,65,2384,,
95549,61,3733,,
95549,51,4411,,
95549,50,10102,,
95549,**,**,,
95551,579,"30,821",,
95551,254,3307,,
95551,139,4921,,
95551,80,4832,,
95551,49,4223,,
95551,57,13538,,
95551,**,**,,
95552,137,"5,518",,
95552,76,899,,
95552,61,4619,,
95552,**,**,,
95552,**,**,,
95552,**,**,,
95552,**,**,,
95554,146,"4,295",,
95554,87,996,,
95554,59,3299,,
95554,**,**,,
95554,**,**,,
95554,**,**,,
95554,**,**,,
95558,150,"4,879",,
95558,73,921,,
95558,44,1639,,
95558,33,2319,,
95558,**,**,,
95558,**,**,,
95558,**,**,,
95560,"1,065","34,230",,
95560,594,7748,,
95560,289,10572,,
95560,99,5939,,
95560,38,3276,,
95560,45,6695,,
95560,**,**,,
95562,"1,131","38,657",,
95562,542,7007,,
95562,328,11820,,
95562,167,10068,,
95562,59,4999,,
95562,35,4763,,
95562,**,**,,
95564,171,"5,153",,
95564,91,1159,,
95564,80,3994,,
95564,**,**,,
95564,**,**,,
95564,**,**,,
95564,**,**,,
95565,443,"15,410",,
95565,207,2677,,
95565,133,4775,,
95565,66,4108,,
95565,37,3850,,
95565,**,**,,
95565,**,**,,
95567,897,"36,001",,
95567,437,5844,,
95567,232,8278,,
95567,109,6685,,
95567,55,4753,,
95567,64,10441,,
95567,**,**,,
95570,"1,147","58,995",,
95570,487,6086,,
95570,264,9741,,
95570,152,9266,,
95570,111,9551,,
95570,107,14390,,
95570,26,9961,,
95573,740,"36,588",,
95573,335,4265,,
95573,181,6660,,
95573,110,6744,,
95573,56,4803,,
95573,58,14116,,
95573,**,**,,
95585,135,"2,902",,
95585,85,997,,
95585,50,1905,,
95585,**,**,,
95585,**,**,,
95585,**,**,,
95585,0,0,,
95589,423,"14,353",,
95589,227,2647,,
95589,109,3874,,
95589,45,2763,,
95589,42,5069,,
95589,**,**,,
95589,**,**,,
95602,"7,624","527,422",,
95602,2682,33089,,
95602,1534,55950,,
95602,1084,67111,,
95602,794,68824,,
95602,1176,159955,,
95602,354,142493,,
95603,"11,779","733,160",,
95603,4404,54360,,
95603,2516,91425,,
95603,1653,101969,,
95603,1197,103917,,
95603,1586,213541,,
95603,423,167948,,
95605,"5,095","184,741",,
95605,2584,34434,,
95605,1489,53398,,
95605,569,34497,,
95605,236,20270,,
95605,160,21497,,
95605,57,20645,,
95606,122,"45,586",,
95606,38,469,,
95606,59,3550,,
95606,**,**,,
95606,**,**,,
95606,**,**,,
95606,25,41567,,
95607,111,"9,526",,
95607,31,300,,
95607,25,924,,
95607,55,8302,,
95607,**,**,,
95607,**,**,,
95607,**,**,,
95608,"26,697","1,743,602",,
95608,9395,115125,,
95608,6164,224188,,
95608,3850,237342,,
95608,2614,226764,,
95608,3599,484649,,
95608,1075,455534,,
95610,"19,585","1,346,729",,
95610,7893,105188,,
95610,5555,200589,,
95610,2869,176303,,
95610,1649,141893,,
95610,1509,192673,,
95610,110,530083,,
95612,654,"46,900",,
95612,223,3170,,
95612,164,5783,,
95612,90,5560,,
95612,54,4665,,
95612,85,11073,,
95612,38,16649,,
95614,"1,779","121,020",,
95614,490,5888,,
95614,344,13076,,
95614,281,17549,,
95614,252,21804,,
95614,358,47732,,
95614,54,14971,,
95615,415,"19,090",,
95615,172,2403,,
95615,129,4605,,
95615,51,3169,,
95615,23,1988,,
95615,40,6925,,
95615,**,**,,
95616,"15,039","1,131,407",,
95616,5809,66906,,
95616,2751,99298,,
95616,1654,102370,,
95616,1265,110050,,
95616,2562,355319,,
95616,998,397464,,
95618,"9,896","897,163",,
95618,2998,34011,,
95618,1730,62890,,
95618,1178,72844,,
95618,930,80722,,
95618,2077,289041,,
95618,983,357655,,
95619,"2,492","115,043",,
95619,989,12838,,
95619,652,23844,,
95619,391,24035,,
95619,217,18803,,
95619,213,27193,,
95619,30,8330,,
95620,"8,997","494,477",,
95620,3128,41256,,
95620,2297,82951,,
95620,1335,82347,,
95620,881,76316,,
95620,1210,160181,,
95620,146,51426,,
95621,"18,785","805,107",,
95621,7042,93133,,
95621,5617,204948,,
95621,3156,193267,,
95621,1716,147264,,
95621,1202,150999,,
95621,52,15496,,
95623,"2,156","123,391",,
95623,723,9096,,
95623,523,19137,,
95623,326,20257,,
95623,254,21983,,
95623,287,38099,,
95623,43,14819,,
95624,"25,441","1,584,112",,
95624,8178,100503,,
95624,5492,202687,,
95624,3959,245571,,
95624,2953,256617,,
95624,4255,565385,,
95624,604,213349,,
95626,"2,608","124,024",,
95626,991,12703,,
95626,670,24125,,
95626,399,24568,,
95626,252,21818,,
95626,296,40810,,
95626,**,**,,
95627,"1,484","68,485",,
95627,519,6995,,
95627,498,18029,,
95627,227,13947,,
95627,114,9899,,
95627,126,19615,,
95627,**,**,,
95628,"19,752","1,396,537",,
95628,6213,75602,,
95628,4348,159721,,
95628,3026,187348,,
95628,2079,180484,,
95628,3195,434200,,
95628,891,359182,,
95629,393,"24,053",,
95629,131,1678,,
95629,89,3229,,
95629,50,3106,,
95629,54,4653,,
95629,69,11387,,
95629,**,**,,
95630,"28,622","2,462,372",,
95630,7087,83675,,
95630,4782,177268,,
95630,3979,248143,,
95630,3580,312252,,
95630,7221,994031,,
95630,1973,647003,,
95631,"2,674","156,318",,
95631,861,10394,,
95631,620,22773,,
95631,427,26484,,
95631,347,30084,,
95631,369,48127,,
95631,50,18456,,
95632,"11,617","567,340",,
95632,4373,56695,,
95632,2914,105653,,
95632,1759,108833,,
95632,1190,102712,,
95632,1276,164815,,
95632,105,28632,,
95633,"1,324","68,372",,
95633,468,6020,,
95633,312,11639,,
95633,229,14236,,
95633,163,14068,,
95633,152,22409,,
95633,**,**,,
95634,"1,281","64,708",,
95634,458,5888,,
95634,316,11640,,
95634,224,13678,,
95634,135,11766,,
95634,148,21736,,
95634,**,**,,
95635,475,"27,828",,
95635,164,2114,,
95635,100,3663,,
95635,74,4446,,
95635,61,5346,,
95635,76,12259,,
95635,**,**,,
95636,383,"19,294",,
95636,125,1651,,
95636,101,3668,,
95636,77,4664,,
95636,41,3455,,
95636,39,5856,,
95636,**,**,,
95637,166,"9,269",,
95637,68,886,,
95637,35,1224,,
95637,32,2162,,
95637,**,**,,
95637,31,4997,,
95637,**,**,,
95638,953,"65,773",,
95638,327,3896,,
95638,195,7179,,
95638,119,7303,,
95638,119,10221,,
95638,168,22046,,
95638,25,15128,,
95640,"3,152","164,857",,
95640,1055,13798,,
95640,773,28057,,
95640,565,34914,,
95640,373,32532,,
95640,354,45375,,
95640,32,10181,,
95641,817,"35,055",,
95641,352,4502,,
95641,222,7777,,
95641,109,6789,,
95641,62,5328,,
95641,72,10659,,
95641,**,**,,
95642,"3,460","198,450",,
95642,1340,17251,,
95642,845,30271,,
95642,498,30750,,
95642,329,28276,,
95642,359,47758,,
95642,89,44144,,
95645,651,"26,547",,
95645,282,4092,,
95645,211,7447,,
95645,84,5148,,
95645,35,2987,,
95645,39,6873,,
95645,**,**,,
95648,"21,233","1,388,233",,
95648,5959,77287,,
95648,4555,168164,,
95648,3666,227431,,
95648,2866,248830,,
95648,3625,478125,,
95648,562,188396,,
95650,"5,896","537,358",,
95650,1955,22853,,
95650,1112,40741,,
95650,785,48562,,
95650,629,54548,,
95650,977,134283,,
95650,438,236371,,
95651,357,"23,702",,
95651,128,1578,,
95651,67,2483,,
95651,64,3987,,
95651,36,3150,,
95651,62,12504,,
95651,**,**,,
95652,186,"7,109",,
95652,89,1062,,
95652,46,1707,,
95652,51,4340,,
95652,**,**,,
95652,**,**,,
95652,**,**,,
95655,"1,647","100,201",,
95655,439,5328,,
95655,367,13716,,
95655,272,16902,,
95655,252,21713,,
95655,317,42542,,
95655,**,**,,
95658,"3,008","225,591",,
95658,955,11107,,
95658,641,23479,,
95658,427,26648,,
95658,308,26656,,
95658,508,69983,,
95658,169,67718,,
95659,313,"23,670",,
95659,102,1347,,
95659,87,3030,,
95659,43,2499,,
95659,26,2252,,
95659,33,4527,,
95659,22,10015,,
95660,"12,474","391,672",,
95660,6370,84130,,
95660,3821,137235,,
95660,1489,89933,,
95660,506,43203,,
95660,288,37171,,
95660,**,**,,
95661,"13,848","1,050,733",,
95661,4405,55129,,
95661,2813,101912,,
95661,2001,123932,,
95661,1495,129746,,
95661,2405,330296,,
95661,729,309718,,
95662,"14,711","840,395",,
95662,4843,60227,,
95662,3562,130485,,
95662,2385,147645,,
95662,1605,138793,,
95662,2053,269535,,
95662,263,93710,,
95663,"1,301","95,951",,
95663,405,4751,,
95663,240,8923,,
95663,188,11703,,
95663,158,13727,,
95663,251,34419,,
95663,59,22428,,
95664,585,"39,340",,
95664,180,2072,,
95664,110,3927,,
95664,75,4855,,
95664,76,6597,,
95664,144,21889,,
95664,**,**,,
95665,"2,075","110,054",,
95665,754,9227,,
95665,504,18440,,
95665,327,20135,,
95665,213,18425,,
95665,236,30641,,
95665,41,13186,,
95666,"2,194","109,353",,
95666,788,10364,,
95666,520,18969,,
95666,409,25207,,
95666,247,21370,,
95666,208,26810,,
95666,22,6633,,
95667,"15,501","889,238",,
95667,5539,68370,,
95667,3466,125368,,
95667,2339,144545,,
95667,1648,142629,,
95667,2123,282004,,
95667,386,126322,,
95668,363,"26,163",,
95668,134,1747,,
95668,68,2440,,
95668,56,3437,,
95668,50,4391,,
95668,55,14148,,
95668,**,**,,
95669,"1,123","66,911",,
95669,396,5037,,
95669,305,10955,,
95669,165,10161,,
95669,103,9041,,
95669,126,17114,,
95669,28,14603,,
95670,"23,488","1,252,340",,
95670,8914,116346,,
95670,6261,227907,,
95670,3469,213000,,
95670,1989,171878,,
95670,2333,311438,,
95670,522,211771,,
95672,"2,059","162,007",,
95672,626,7054,,
95672,318,11419,,
95672,292,18186,,
95672,249,21637,,
95672,451,61936,,
95672,123,41775,,
95673,"6,284","269,360",,
95673,2552,33600,,
95673,1776,64793,,
95673,1000,61621,,
95673,541,46778,,
95673,382,47532,,
95673,33,15036,,
95674,378,"21,762",,
95674,136,1630,,
95674,90,3214,,
95674,58,3587,,
95674,37,3225,,
95674,57,10106,,
95674,**,**,,
95677,"11,226","713,852",,
95677,3619,44183,,
95677,2505,91409,,
95677,1678,103378,,
95677,1273,110598,,
95677,1800,241771,,
95677,351,122513,,
95678,"18,980","1,032,363",,
95678,6514,84238,,
95678,4738,172842,,
95678,2996,184085,,
95678,1994,172558,,
95678,2380,314864,,
95678,358,103776,,
95681,506,"23,549",,
95681,196,2756,,
95681,141,5221,,
95681,81,4988,,
95681,44,3775,,
95681,44,6809,,
95681,**,**,,
95682,"13,290","933,668",,
95682,4133,50173,,
95682,2629,96008,,
95682,1876,115780,,
95682,1544,133991,,
95682,2531,343741,,
95682,577,193975,,
95683,"2,939","291,500",,
95683,620,7464,,
95683,433,15902,,
95683,416,25938,,
95683,387,33730,,
95683,851,116797,,
95683,232,91669,,
95684,"1,238","64,170",,
95684,459,5799,,
95684,291,10786,,
95684,211,13066,,
95684,132,11232,,
95684,145,23287,,
95684,**,**,,
95685,"2,189","128,716",,
95685,738,9269,,
95685,508,18458,,
95685,353,21690,,
95685,226,19725,,
95685,299,39704,,
95685,65,19870,,
95687,"26,170","1,503,322",,
95687,8415,108329,,
95687,6126,224909,,
95687,4201,260499,,
95687,2994,260405,,
95687,3997,526428,,
95687,437,122752,,
95688,"15,278","1,048,068",,
95688,4800,60830,,
95688,3031,110467,,
95688,2218,137033,,
95688,1648,143813,,
95688,2996,406586,,
95688,585,189339,,
95689,623,"36,572",,
95689,188,2270,,
95689,136,4881,,
95689,104,6551,,
95689,93,8273,,
95689,102,14597,,
95689,**,**,,
95690,"1,098","62,368",,
95690,483,6582,,
95690,318,11065,,
95690,128,7865,,
95690,58,4962,,
95690,77,10377,,
95690,34,21517,,
95691,"15,085","832,586",,
95691,4980,64562,,
95691,3681,135170,,
95691,2575,158930,,
95691,1691,146239,,
95691,1962,255962,,
95691,196,71723,,
95692,"2,030","106,915",,
95692,735,8905,,
95692,500,18298,,
95692,324,19854,,
95692,213,18287,,
95692,223,28911,,
95692,35,12660,,
95693,"3,067","245,881",,
95693,943,11425,,
95693,552,19502,,
95693,426,26348,,
95693,359,30988,,
95693,600,82884,,
95693,187,74734,,
95694,"4,161","223,594",,
95694,1529,20154,,
95694,1096,39334,,
95694,589,35992,,
95694,374,32424,,
95694,479,64301,,
95694,94,31389,,
95695,"15,709","859,426",,
95695,5875,77684,,
95695,4413,159544,,
95695,2144,131811,,
95695,1316,113762,,
95695,1605,212457,,
95695,356,164168,,
95703,777,"43,932",,
95703,272,3215,,
95703,171,6458,,
95703,116,7135,,
95703,98,8424,,
95703,120,18700,,
95703,**,**,,
95709,"2,236","127,494",,
95709,842,9779,,
95709,481,17409,,
95709,329,20274,,
95709,207,17844,,
95709,320,43026,,
95709,57,19162,,
95713,"3,298","186,109",,
95713,1168,14288,,
95713,738,27405,,
95713,532,32693,,
95713,374,32614,,
95713,413,54242,,
95713,73,24867,,
95722,"2,225","181,073",,
95722,674,7497,,
95722,415,15179,,
95722,372,23109,,
95722,242,21128,,
95722,366,49912,,
95722,156,64248,,
95726,"3,636","190,236",,
95726,1266,15535,,
95726,827,30084,,
95726,624,38425,,
95726,439,37814,,
95726,443,56942,,
95726,37,11436,,
95742,"3,822","284,610",,
95742,836,10512,,
95742,680,25609,,
95742,708,44231,,
95742,606,52923,,
95742,886,118277,,
95742,106,33058,,
95746,"9,724","1,374,252",,
95746,2676,26433,,
95746,1225,44801,,
95746,961,59578,,
95746,875,76239,,
95746,2285,327400,,
95746,1702,839801,,
95747,"23,293","1,766,882",,
95747,5961,73453,,
95747,4156,153900,,
95747,3631,226695,,
95747,3270,284949,,
95747,5323,719967,,
95747,952,307918,,
95757,"14,852","1,016,547",,
95757,4003,49410,,
95757,2907,106761,,
95757,2375,147873,,
95757,2064,179748,,
