Zip Code,Size AGI,Returns,Joint Returns,AGI,Unemployment Returns,Unemployment Amount,Taxable Income Returns,Taxable Income Amount
93616,100K under 200K,28,26,5658,0,0,28,4489
93616,200K or more,0,0,0,0,0,0,0
93618,1 under 25K,6342,1182,87670,1724,9251,2278,10817
93618,25K under 50K,2819,1298,97592,741,6369,2596,37127
93618,50K under 75K,983,667,59423,178,1394,977,33999
93618,75K under 100K,432,359,37065,87,575,429,24092
93618,100K under 200K,302,277,37969,0,0,302,26625
93618,200K or more,45,40,14451,0,0,45,11283
93619,1 under 25K,3154,529,35609,330,2561,1453,8378
93619,25K under 50K,1803,689,67216,264,2995,1632,31649
93619,50K under 75K,1756,1010,109863,227,1965,1718,60847
93619,75K under 100K,1554,1169,135516,185,1616,1544,81305
93619,100K under 200K,3159,2827,430092,296,2430,3156,288493
93619,200K or more,984,917,411561,47,459,983,320188
93620,1 under 25K,1620,359,21125,449,2805,616,3293
93620,25K under 50K,1028,516,36117,394,3262,917,14337
93620,50K under 75K,389,283,23699,121,1076,387,13921
93620,75K under 100K,168,130,14321,32,330,168,9590
93620,100K under 200K,134,138,17359,24,195,133,12528
93620,200K or more,22,0,9959,0,0,22,6696
93621,1 under 25K,82,21,877,30,268,29,120
93621,25K under 50K,49,22,1790,0,0,49,895
93621,50K under 75K,60,43,5767,0,0,60,4026
93621,75K under 100K,0,0,0,0,0,0,0
93621,100K under 200K,0,0,0,0,0,0,0
93621,200K or more,0,0,0,0,0,0,0
93622,1 under 25K,1970,424,28516,870,4734,837,4469
93622,25K under 50K,1223,667,42433,618,5002,1110,15297
93622,50K under 75K,309,234,18294,135,1179,305,9885
93622,75K under 100K,108,96,9253,50,420,108,6051
93622,100K under 200K,76,61,10380,0,0,74,7409
93622,200K or more,41,26,37283,0,0,41,30634
93625,1 under 25K,1340,235,18137,295,1820,606,3178
93625,25K under 50K,819,321,28940,175,1502,775,12614
93625,50K under 75K,398,244,24175,74,543,396,14044
93625,75K under 100K,225,192,19549,30,232,224,12285
93625,100K under 200K,235,204,30896,32,216,234,22174
93625,200K or more,33,27,12484,0,0,33,9553
93626,1 under 25K,214,44,2444,26,255,98,543
93626,25K under 50K,124,52,4538,33,363,114,2138
93626,50K under 75K,78,52,4915,0,0,78,2967
93626,75K under 100K,61,52,5317,23,243,60,3469
93626,100K under 200K,80,72,10844,0,0,80,7100
93626,200K or more,96,60,82946,0,0,95,72727
93628,1 under 25K,50,0,686,0,0,28,160
93628,25K under 50K,58,65,3062,0,0,57,1595
93628,50K under 75K,0,0,0,0,0,0,0
93628,75K under 100K,0,0,0,0,0,0,0
93628,100K under 200K,0,0,0,0,0,0,0
93628,200K or more,0,0,0,0,0,0,0
93630,1 under 25K,3347,653,46794,857,4850,1322,6754
93630,25K under 50K,2022,989,70858,554,4840,1838,26687
93630,50K under 75K,811,594,49599,184,1572,806,28016
93630,75K under 100K,364,308,31143,70,522,362,19982
93630,100K under 200K,336,302,42944,34,233,336,30442
93630,200K or more,61,57,23078,0,0,60,18210
93631,1 under 25K,2601,445,33317,537,3459,1158,6543
93631,25K under 50K,1649,700,58915,347,3067,1535,26093
93631,50K under 75K,945,650,58154,196,1495,940,34367
93631,75K under 100K,597,511,51323,86,635,595,33046
93631,100K under 200K,738,674,96719,94,653,735,67434
93631,200K or more,152,140,80973,0,0,152,65856
93635,1 under 25K,6821,1374,89411,1538,10917,2507,13687
93635,25K under 50K,4151,1917,147984,1248,12794,3726,57145
93635,50K under 75K,2111,1455,129266,569,5168,2097,72467
93635,75K under 100K,1048,846,90079,251,2077,1045,57160
93635,100K under 200K,921,824,118062,126,1125,918,83438
93635,200K or more,125,111,42241,0,0,124,33916
93636,1 under 25K,1529,307,19086,208,1627,742,4046
93636,25K under 50K,1020,472,37353,169,1527,944,17055
93636,50K under 75K,754,505,46511,126,1368,749,27520
93636,75K under 100K,614,512,53143,106,1104,612,34345
93636,100K under 200K,752,699,98826,70,629,752,69326
93636,200K or more,131,123,53025,0,0,131,41953
93637,1 under 25K,6386,1149,88165,1146,6811,2533,13945
93637,25K under 50K,3918,1609,138785,776,5952,3599,58321
93637,50K under 75K,1810,1167,110330,347,2662,1802,64281
93637,75K under 100K,953,765,82142,151,1167,950,53323
93637,100K under 200K,814,708,104556,89,755,814,75060
93637,200K or more,161,149,63618,0,0,160,50823
93638,1 under 25K,13299,2080,193181,1840,9881,3816,19405
93638,25K under 50K,4435,2269,152871,1097,8791,3770,52513
93638,50K under 75K,1332,949,80706,361,2795,1325,45012
93638,75K under 100K,514,427,43881,99,812,514,28650
93638,100K under 200K,403,374,52092,60,567,402,37021
93638,200K or more,40,34,18289,0,0,40,15779
93640,1 under 25K,3857,510,58355,1764,10748,1485,6771
93640,25K under 50K,1436,638,47919,869,8851,1335,16143
93640,50K under 75K,203,150,11901,119,1271,202,6450
93640,75K under 100K,68,54,13429,0,0,68,10484
93640,100K under 200K,0,0,0,0,0,0,0
93640,200K or more,0,0,0,0,0,0,0
93641,1 under 25K,64,37,881,0,0,28,185
93641,25K under 50K,38,0,1385,38,269,37,793
93641,50K under 75K,56,39,4618,0,0,56,3279
93641,75K under 100K,0,0,0,0,0,0,0
93641,100K under 200K,0,0,0,0,0,0,0
93641,200K or more,0,0,0,0,0,0,0
93643,1 under 25K,506,124,6174,77,504,205,1044
93643,25K under 50K,330,168,11872,65,543,307,5494
93643,50K under 75K,189,133,11777,41,422,189,7440
93643,75K under 100K,127,103,10971,24,177,126,7456
93643,100K under 200K,109,95,18961,0,0,109,14092
93643,200K or more,0,0,0,0,0,0,0
93644,1 under 25K,1705,373,21440,233,1618,740,4594
93644,25K under 50K,967,446,35292,172,1486,905,16642
93644,50K under 75K,532,381,33051,80,720,531,20199
93644,75K under 100K,332,276,28749,36,225,332,19096
93644,100K under 200K,330,287,43456,30,322,329,31211
93644,200K or more,71,61,32364,0,0,70,25642
93645,1 under 25K,53,23,528,0,0,0,0
93645,25K under 50K,33,0,1184,0,0,50,755
93645,50K under 75K,66,48,8802,0,0,66,6710
93645,75K under 100K,0,0,0,0,0,0,0
93645,100K under 200K,0,0,0,0,0,0,0
93645,200K or more,0,0,0,0,0,0,0
93646,1 under 25K,2288,454,32483,841,4299,717,3150
93646,25K under 50K,887,475,30241,346,2950,804,10670
93646,50K under 75K,181,128,10689,73,552,181,6174
93646,75K under 100K,49,39,4225,0,0,49,2960
93646,100K under 200K,49,40,18278,0,0,48,14244
93646,200K or more,0,0,0,0,0,0,0
93647,1 under 25K,2825,550,39797,800,4385,885,4272
93647,25K under 50K,998,573,34249,392,3307,861,11557
93647,50K under 75K,246,167,14848,73,540,245,8955
93647,75K under 100K,65,50,5546,0,0,65,3796
93647,100K under 200K,56,51,8535,0,0,56,6308
93647,200K or more,0,0,0,0,0,0,0
93648,1 under 25K,4007,624,58140,1226,6420,1390,6434
93648,25K under 50K,1512,745,50869,525,4425,1314,16795
93648,50K under 75K,303,211,17911,92,687,303,9948
93648,75K under 100K,97,86,8191,29,206,97,5219
93648,100K under 200K,44,38,6908,0,0,44,5042
93648,200K or more,0,0,0,0,0,0,0
93650,1 under 25K,980,154,12725,160,965,389,2146
93650,25K under 50K,458,153,16005,93,888,428,7402
93650,50K under 75K,121,68,7304,42,447,120,4539
93650,75K under 100K,48,35,4134,0,0,48,2859
93650,100K under 200K,36,28,10972,0,0,36,8457
93650,200K or more,0,0,0,0,0,0,0
93651,1 under 25K,279,56,3359,35,314,130,757
93651,25K under 50K,167,83,6205,54,400,162,3128
93651,50K under 75K,126,91,7847,0,0,125,4633
93651,75K under 100K,101,83,8793,21,175,101,5705
93651,100K under 200K,129,142,17460,0,0,129,12097
93651,200K or more,22,0,15224,0,0,22,12588
93652,1 under 25K,195,40,2643,61,385,60,262
93652,25K under 50K,138,82,6291,33,280,121,2849
93652,50K under 75K,0,0,0,0,0,0,0
93652,75K under 100K,0,0,0,0,0,0,0
93652,100K under 200K,0,0,0,0,0,0,0
93652,200K or more,0,0,0,0,0,0,0
93653,1 under 25K,154,31,1879,23,209,69,406
93653,25K under 50K,107,61,3836,23,260,101,1771
93653,50K under 75K,50,39,3075,24,249,50,1724
93653,75K under 100K,51,44,4395,0,0,51,3028
93653,100K under 200K,50,39,8153,0,0,50,6000
93653,200K or more,0,0,0,0,0,0,0
93654,1 under 25K,6651,1253,93458,1946,11051,2447,11958
93654,25K under 50K,3097,1543,108221,1042,10436,2804,42095
93654,50K under 75K,1244,829,76059,248,2108,1235,44045
93654,75K under 100K,665,542,57256,92,652,664,37234
93654,100K under 200K,638,585,82911,57,399,638,57836
93654,200K or more,112,89,36305,0,0,111,28318
93656,1 under 25K,1017,262,14632,215,1205,399,2110
93656,25K under 50K,775,396,26765,164,1175,683,9966
93656,50K under 75K,251,183,14939,70,597,250,8599
93656,75K under 100K,107,94,9088,0,0,107,6003
93656,100K under 200K,61,73,7885,0,0,61,5750
93656,200K or more,22,0,11296,0,0,22,8998
93657,1 under 25K,6439,1090,88416,1532,9202,2646,13922
93657,25K under 50K,3523,1383,125168,838,6697,3308,54279
93657,50K under 75K,1621,1034,99202,319,2774,1612,58125
93657,75K under 100K,844,708,72997,113,770,843,46611
93657,100K under 200K,872,797,113544,91,769,872,79590
93657,200K or more,142,128,70678,0,0,142,52011
93660,1 under 25K,956,259,14299,336,1896,319,1332
93660,25K under 50K,630,374,21308,241,1935,545,6242
93660,50K under 75K,114,94,14383,37,253,113,10452
93660,75K under 100K,0,0,0,0,0,0,0
93660,100K under 200K,0,0,0,0,0,0,0
93660,200K or more,0,0,0,0,0,0,0
93662,1 under 25K,6691,1179,93738,1537,8440,2499,13007
93662,25K under 50K,3218,1470,112383,820,6576,2972,44641
93662,50K under 75K,1187,828,72472,257,2058,1180,41123
93662,75K under 100K,570,463,48899,94,705,569,32009
93662,100K under 200K,463,423,58886,59,408,463,41609
93662,200K or more,69,62,31688,0,0,69,25333
93664,1 under 25K,114,20,1549,29,155,62,421
93664,25K under 50K,76,36,2730,0,0,69,1302
93664,50K under 75K,56,34,3431,23,220,54,2096
93664,75K under 100K,38,30,3331,0,0,38,2212
93664,100K under 200K,69,58,9327,0,0,68,6360
93664,200K or more,27,24,7126,0,0,27,5292
93667,1 under 25K,313,69,3902,50,387,134,789
93667,25K under 50K,228,106,8364,59,646,218,3974
93667,50K under 75K,149,102,9303,30,261,146,5622
93667,75K under 100K,128,114,11052,34,218,128,7322
93667,100K under 200K,121,110,17012,0,0,121,12424
93667,200K or more,0,0,0,0,0,0,0
93668,1 under 25K,185,44,2756,59,382,75,376
93668,25K under 50K,150,67,5300,45,312,134,2104
93668,50K under 75K,44,33,2683,20,102,44,1528
93668,75K under 100K,49,42,7462,0,0,49,5696
93668,100K under 200K,0,0,0,0,0,0,0
93668,200K or more,0,0,0,0,0,0,0
93669,1 under 25K,65,26,1277,0,0,33,414
93669,25K under 50K,0,0,0,0,0,0,0
93669,50K under 75K,45,37,3567,0,0,45,2269
93669,75K under 100K,0,0,0,0,0,0,0
93669,100K under 200K,0,0,0,0,0,0,0
93669,200K or more,0,0,0,0,0,0,0
93675,1 under 25K,519,175,6520,91,585,184,1011
93675,25K under 50K,340,183,12427,86,843,314,5728
93675,50K under 75K,226,162,13942,42,384,226,8625
93675,75K under 100K,135,114,11520,39,409,135,7730
93675,100K under 200K,121,109,16324,0,0,120,12078
93675,200K or more,0,0,0,0,0,0,0
93701,1 under 25K,2585,373,33626,392,2153,608,2926
93701,25K under 50K,584,223,19335,117,916,514,7056
93701,50K under 75K,89,56,5285,20,150,87,3050
93701,75K under 100K,43,34,5655,0,0,43,4251
93701,100K under 200K,0,0,0,0,0,0,0
93701,200K or more,0,0,0,0,0,0,0
93702,1 under 25K,10481,1758,141825,2032,11354,3209,15856
93702,25K under 50K,3582,1488,121682,813,6680,3256,45533
93702,50K under 75K,722,449,43006,153,1256,720,24846
93702,75K under 100K,175,130,14958,38,339,174,9727
93702,100K under 200K,100,73,18209,0,0,100,13819
93702,200K or more,0,0,0,0,0,0,0
93703,1 under 25K,6627,984,88042,1241,7717,2325,12217
93703,25K under 50K,2874,1014,100220,524,4486,2692,43911
93703,50K under 75K,816,479,49096,161,1205,815,30218
93703,75K under 100K,270,201,23039,49,332,270,15889
93703,100K under 200K,150,116,21012,20,103,149,15671
93703,200K or more,0,0,0,0,0,0,0
93704,1 under 25K,4914,650,63793,818,5550,2156,12928
93704,25K under 50K,2990,794,107746,446,3654,2877,56564
93704,50K under 75K,1599,683,98569,185,1612,1586,63821
93704,75K under 100K,882,544,75947,98,1000,879,52336
93704,100K under 200K,1023,785,135081,85,800,1022,98729
93704,200K or more,247,203,115765,0,0,246,92783
93705,1 under 25K,7346,1032,97010,1326,8453,2782,15339
93705,25K under 50K,3586,1161,126415,628,5537,3403,59037
93705,50K under 75K,1377,750,84024,214,1703,1373,53252
93705,75K under 100K,527,378,45277,61,468,525,31363
93705,100K under 200K,324,251,44612,32,196,322,33259
93705,200K or more,0,0,0,0,0,0,0
93706,1 under 25K,8359,1431,111784,1517,8875,2517,12447
93706,25K under 50K,3077,1219,105111,593,4742,2708,41364
93706,50K under 75K,747,409,44908,114,905,744,27197
93706,75K under 100K,319,255,27340,49,396,319,18172
93706,100K under 200K,248,210,32166,25,138,248,23138
93706,200K or more,65,53,32251,0,0,65,25801
93710,1 under 25K,5248,640,66523,771,5320,2395,13978
93710,25K under 50K,2903,838,104407,416,3748,2796,54496
93710,50K under 75K,1608,845,98457,196,1656,1593,61798
93710,75K under 100K,903,651,77808,117,1123,902,53825
93710,100K under 200K,757,630,96907,58,453,757,71137
93710,200K or more,77,62,23696,0,0,77,19253
93711,1 under 25K,5419,725,67592,664,5148,2727,16747
93711,25K under 50K,3729,991,136061,522,4680,3558,72849
93711,50K under 75K,2417,1127,149914,257,2513,2379,94674
93711,75K under 100K,1780,1178,153959,169,1472,1767,102865
93711,100K under 200K,2716,2232,373071,201,2137,2704,267867
93711,200K or more,1262,1114,700443,28,281,1260,556938
93720,1 under 25K,5949,857,72155,665,5286,2900,17466
93720,25K under 50K,3996,1173,147597,597,5512,3790,76112
93720,50K under 75K,3134,1463,194821,348,3110,3106,120674
93720,75K under 100K,2360,1565,204475,276,2480,2352,135555
93720,100K under 200K,3549,2922,478636,292,2469,3544,339223
93720,200K or more,925,783,345367,30,297,925,274746
93721,1 under 25K,907,88,11888,124,758,331,1855
93721,25K under 50K,308,66,10911,52,349,292,5665
93721,50K under 75K,94,39,5601,0,0,93,3599
93721,75K under 100K,40,21,3417,0,0,40,2473
93721,100K under 200K,46,42,5785,0,0,46,4207
93721,200K or more,22,0,10915,0,0,22,8926
93722,1 under 25K,12608,2051,165653,2236,15316,5236,29382
93722,25K under 50K,8122,2803,291547,1441,12350,7704,132986
93722,50K under 75K,4397,2497,269611,756,6275,4382,160556
93722,75K under 100K,2348,1869,201999,370,2898,2344,130364
93722,100K under 200K,2015,1765,255873,247,1902,2013,178645
93722,200K or more,222,186,94637,0,0,221,74040
93723,1 under 25K,1174,232,15594,166,1156,515,2914
93723,25K under 50K,844,334,30814,135,1190,782,13690
93723,50K under 75K,483,290,29632,80,811,478,16714
93723,75K under 100K,378,292,32594,51,362,376,20550
93723,100K under 200K,413,376,54734,41,276,412,37373
93723,200K or more,79,72,33129,0,0,79,25465
93725,1 under 25K,5230,950,71290,1139,6451,1884,9606
93725,25K under 50K,2454,1038,85407,594,4834,2261,34137
93725,50K under 75K,782,511,47296,171,1350,775,27260
93725,75K under 100K,297,240,25467,51,300,295,16743
93725,100K under 200K,211,183,27110,27,173,211,19495
93725,200K or more,46,35,23943,0,0,46,20522
93726,1 under 25K,8340,1110,109410,1412,9105,3414,18939
93726,25K under 50K,4247,1278,149890,729,6272,4050,72079
93726,50K under 75K,1557,825,94217,239,1880,1550,58810
93726,75K under 100K,636,445,54567,91,785,634,37890
93726,100K under 200K,382,308,49899,41,306,382,37651
93726,200K or more,0,0,0,0,0,0,0
93727,1 under 25K,12055,1764,158482,2074,13168,4878,27138
93727,25K under 50K,6798,2348,242391,1234,10181,6386,108261
93727,50K under 75K,3316,1948,203342,568,4822,3301,117802
93727,75K under 100K,1734,1371,149543,285,2329,1729,95896
93727,100K under 200K,1423,1256,180803,182,1319,1419,125937
93727,200K or more,186,147,80047,0,0,185,61271
93728,1 under 25K,3264,441,42948,669,4400,1352,8030
93728,25K under 50K,1718,494,60922,313,2588,1651,30815
93728,50K under 75K,583,253,35235,88,723,580,23515
93728,75K under 100K,209,129,17999,35,246,209,12604
93728,100K under 200K,151,110,20453,0,0,151,15424
93728,200K or more,0,0,0,0,0,0,0
93730,1 under 25K,999,133,10921,84,820,478,2569
93730,25K under 50K,571,180,21362,67,657,519,10392
93730,50K under 75K,572,295,36209,66,494,562,21246
93730,75K under 100K,489,327,42490,54,500,487,26927
93730,100K under 200K,1000,844,139007,77,705,993,95332
93730,200K or more,598,542,256530,26,182,598,202474
93901,1 under 25K,4714,557,62972,775,5216,2036,11663
93901,25K under 50K,2808,727,101612,483,4059,2646,51017
93901,50K under 75K,1611,676,98549,224,1980,1599,62045
93901,75K under 100K,922,547,79771,123,1105,921,53339
93901,100K under 200K,1263,1040,168492,125,951,1261,119417
93901,200K or more,269,211,123728,0,0,269,105188
93905,1 under 25K,19715,2603,299128,3210,17103,5565,23330
93905,25K under 50K,7438,3351,255355,2095,16840,6217,76129
93905,50K under 75K,1918,1256,115134,635,4800,1910,59090
93905,75K under 100K,659,525,56483,150,1019,659,33498
93905,100K under 200K,455,390,58553,73,564,455,38878
93905,200K or more,35,30,9705,0,0,35,7371
93906,1 under 25K,10557,1465,146290,1938,12422,4305,23308
93906,25K under 50K,6530,2254,234663,1427,11839,5989,100459
93906,50K under 75K,3271,1869,199168,660,5115,3247,113467
93906,75K under 100K,1742,1268,150635,245,1732,1737,94645
93906,100K under 200K,1653,1413,215789,165,1326,1653,146742
93906,200K or more,175,151,46675,0,0,175,35763
93907,1 under 25K,3110,487,41260,565,3944,1412,8349
93907,25K under 50K,2095,753,76460,372,3224,1912,35140
93907,50K under 75K,1367,728,84357,248,2256,1343,49772
93907,75K under 100K,912,662,79246,134,1122,908,50297
93907,100K under 200K,1259,1056,168938,154,1387,1256,115914
93907,200K or more,215,194,79229,0,0,214,60476
93908,1 under 25K,1602,177,18206,175,1393,777,4364
93908,25K under 50K,847,257,30920,115,1050,756,15203
93908,50K under 75K,614,306,38092,47,366,587,21861
93908,75K under 100K,566,379,49233,47,477,560,30336
93908,100K under 200K,1406,1187,201332,98,772,1402,136537
93908,200K or more,823,749,407795,31,261,821,322100
93920,1 under 25K,321,26,4365,31,184,180,1270
93920,25K under 50K,238,45,8615,22,203,225,4787
93920,50K under 75K,88,76,5372,0,0,87,3133
93920,75K under 100K,23,0,1991,0,0,23,1368
93920,100K under 200K,37,24,7688,0,0,37,5960
93920,200K or more,0,0,0,0,0,0,0
93923,1 under 25K,1340,162,15082,73,726,604,3479
93923,25K under 50K,813,190,29960,64,771,715,14884
93923,50K under 75K,641,254,39735,34,366,594,22507
93923,75K under 100K,524,314,45631,26,239,503,28415
93923,100K under 200K,943,670,132210,50,543,928,88287
93923,200K or more,683,562,345731,0,0,679,261994
93924,1 under 25K,951,135,10820,84,745,398,2507
93924,25K under 50K,535,166,19562,49,480,469,9357
93924,50K under 75K,396,192,24498,52,547,379,14094
93924,75K under 100K,290,188,25423,22,188,283,15527
93924,100K under 200K,542,427,74942,37,366,540,49762
93924,200K or more,275,238,123165,0,0,272,94937
93925,1 under 25K,375,73,5490,130,714,134,693
93925,25K under 50K,294,131,10164,108,754,261,3502
93925,50K under 75K,97,76,5827,48,278,95,2982
93925,75K under 100K,31,28,2673,0,0,31,1620
93925,100K under 200K,41,36,11744,0,0,41,8853
93925,200K or more,0,0,0,0,0,0,0
93926,1 under 25K,1925,289,28286,524,3018,750,3700
93926,25K under 50K,1350,578,47602,491,3588,1207,17144
93926,50K under 75K,553,348,33202,178,1327,551,17738
93926,75K under 100K,246,188,21053,53,337,246,12926
93926,100K under 200K,188,157,24251,25,219,188,16578
93926,200K or more,31,26,13745,0,0,31,10433
93927,1 under 25K,4511,765,66661,794,4518,1353,6037
93927,25K under 50K,2144,1084,74649,648,4676,1787,24352
93927,50K under 75K,752,496,45509,243,1718,749,24595
93927,75K under 100K,281,225,24031,49,318,281,14611
93927,100K under 200K,202,176,25902,27,198,202,17425
93927,200K or more,25,21,21991,0,0,25,18556
93930,1 under 25K,4124,665,60919,647,3236,1303,6067
93930,25K under 50K,1880,860,65243,457,3126,1634,22221
93930,50K under 75K,611,393,37275,164,1064,605,20951
93930,75K under 100K,342,258,29555,51,372,342,18903
93930,100K under 200K,322,272,42502,31,318,322,29882
93930,200K or more,61,54,23156,0,0,61,18482
93933,1 under 25K,3730,479,49135,443,3357,1905,11701
93933,25K under 50K,2650,734,96387,348,2793,2541,51437
93933,50K under 75K,1561,790,95661,145,1124,1550,61544
93933,75K under 100K,800,552,69225,94,784,798,47273
93933,100K under 200K,877,737,114461,68,636,876,81836
93933,200K or more,73,67,19531,0,0,72,15129
93940,1 under 25K,4169,477,52498,362,3005,2194,14224
93940,25K under 50K,3128,770,115266,272,2741,2964,65176
93940,50K under 75K,2361,928,145236,192,1608,2310,95828
93940,75K under 100K,1484,867,128121,99,852,1467,88127
93940,100K under 200K,1891,1419,256809,117,1035,1883,180970
93940,200K or more,696,584,388512,0,0,695,285262
93950,1 under 25K,2353,304,28987,213,1894,1173,7447
93950,25K under 50K,1779,430,65673,184,1621,1691,37289
93950,50K under 75K,1274,523,78356,88,946,1250,50542
93950,75K under 100K,809,478,69968,65,695,801,47836
93950,100K under 200K,1134,860,153786,78,742,1131,109179
93950,200K or more,342,287,202903,0,0,342,166503
93953,1 under 25K,422,52,4670,31,341,180,1039
93953,25K under 50K,314,93,11669,23,218,260,5469
93953,50K under 75K,257,124,16040,26,288,239,9240
93953,75K under 100K,235,160,20443,0,0,226,12421
93953,100K under 200K,496,375,70680,27,282,482,45111
93953,200K or more,396,326,293875,0,0,392,228758
93955,1 under 25K,5885,1003,80922,531,3868,2503,14364
93955,25K under 50K,4137,1626,147320,421,3504,3812,64427
93955,50K under 75K,1844,1102,112510,169,1390,1828,66856
93955,75K under 100K,972,688,83632,107,807,971,55640
93955,100K under 200K,846,671,110566,75,569,844,77505
93955,200K or more,105,91,32460,0,0,105,25184
93960,1 under 25K,3280,559,48109,827,4601,1194,5812
93960,25K under 50K,1949,897,69865,644,4255,1733,25622
93960,50K under 75K,863,536,52367,243,1680,855,28445
93960,75K under 100K,446,333,38460,83,529,446,23378
93960,100K under 200K,356,314,45441,41,231,354,30030
93960,200K or more,38,32,984069,0,0,38,980337
94002,1 under 25K,3052,342,35462,290,3068,1519,9691
94002,25K under 50K,2221,473,82686,305,3551,2060,47714
94002,50K under 75K,1799,606,111197,191,1768,1748,74082
94002,75K under 100K,1283,649,111441,129,1414,1272,76679
94002,100K under 200K,2815,2032,400813,333,3086,2811,282725
94002,200K or more,1839,1635,697589,173,1571,1837,538903
94005,1 under 25K,572,58,7136,76,694,301,1909
94005,25K under 50K,466,100,17292,82,823,446,9967
94005,50K under 75K,393,116,24342,53,540,383,16012
94005,75K under 100K,261,113,22651,24,268,258,15870
94005,100K under 200K,566,360,79394,79,595,565,57884
94005,200K or more,311,246,101589,0,0,311,83338
94010,1 under 25K,4950,549,53503,335,3517,2454,14939
94010,25K under 50K,3110,625,114964,355,4158,2871,66273
94010,50K under 75K,2389,755,147905,213,2100,2279,98109
94010,75K under 100K,1671,732,145003,136,1324,1625,98037
94010,100K under 200K,3393,2314,481672,311,3344,3350,324945
94010,200K or more,4300,3748,3707220,243,2190,4286,2970798
94014,1 under 25K,7745,1206,102029,892,8047,3970,25181
94014,25K under 50K,6465,1782,235446,810,7643,6175,124577
94014,50K under 75K,3396,1556,207494,437,4145,3373,130068
94014,75K under 100K,1840,1247,158884,262,2323,1833,103435
94014,100K under 200K,1973,1499,257847,224,1929,1971,178515
94014,200K or more,246,207,74009,32,265,245,56131
94015,1 under 25K,9342,1432,119081,1032,9630,4870,31921
94015,25K under 50K,7749,2071,285792,964,9526,7447,158949
94015,50K under 75K,4953,2159,303894,554,5239,4911,194872
94015,75K under 100K,3059,1912,264849,381,3970,3053,178065
94015,100K under 200K,3781,2957,504801,445,4200,3776,352547
94015,200K or more,497,418,145144,43,275,495,111534
94019,1 under 25K,2178,354,27458,166,1228,985,5771
94019,25K under 50K,1384,501,50180,193,2104,1244,23813
94019,50K under 75K,912,407,56530,125,1189,878,33663
94019,75K under 100K,620,356,53672,81,652,613,34883
94019,100K under 200K,1235,913,171833,119,1179,1227,116238
94019,200K or more,817,699,394000,58,541,816,308223
94020,1 under 25K,168,0,1924,34,388,74,428
94020,25K under 50K,129,39,4711,0,0,120,2812
94020,50K under 75K,123,60,7607,27,320,121,4753
94020,75K under 100K,93,49,8066,0,0,93,5389
94020,100K under 200K,170,112,23468,24,248,169,17254
94020,200K or more,76,67,26931,0,0,76,20671
94021,1 under 25K,55,0,1102,0,0,46,491
94021,25K under 50K,0,0,0,0,0,0,0
94021,50K under 75K,48,36,6149,0,0,47,4612
94021,75K under 100K,0,0,0,0,0,0,0
94021,100K under 200K,0,0,0,0,0,0,0
94021,200K or more,0,0,0,0,0,0,0
94022,1 under 25K,1982,186,18721,85,863,992,5536
94022,25K under 50K,955,208,35178,76,971,824,18418
94022,50K under 75K,798,249,49326,42,512,727,29451
94022,75K under 100K,631,302,55537,47,540,594,33890
94022,100K under 200K,1737,1211,252012,129,1528,1705,164239
94022,200K or more,3098,2701,3171259,172,1601,3082,2539114
94024,1 under 25K,2229,191,20350,111,1380,1084,5955
94024,25K under 50K,950,269,34968,87,1088,820,17893
94024,50K under 75K,792,284,49346,65,727,730,29609
94024,75K under 100K,765,407,66620,78,981,733,42174
94024,100K under 200K,2072,1586,300621,213,2468,2042,198874
94024,200K or more,3541,3201,2322363,271,2691,3528,1857747
94025,1 under 25K,4456,453,50854,285,2642,2089,12933
94025,25K under 50K,3133,649,114988,307,3312,2870,62175
94025,50K under 75K,2173,664,133666,172,1726,2098,85759
94025,75K under 100K,1493,621,129756,122,1325,1460,88522
94025,100K under 200K,3458,2099,493349,306,2817,3420,346022
94025,200K or more,4010,3314,3176039,253,2223,3998,2553713
94027,1 under 25K,703,53,6435,0,0,367,2123
94027,25K under 50K,282,47,10460,47,527,239,5743
94027,50K under 75K,228,57,14097,0,0,203,8246
94027,75K under 100K,164,76,14416,31,379,146,8538
94027,100K under 200K,471,281,67754,0,0,435,42112
94027,200K or more,1321,1129,3008207,28,331,1295,2428138
94028,1 under 25K,779,52,7070,0,0,396,2127
94028,25K under 50K,330,79,12328,38,454,284,6339
94028,50K under 75K,255,76,15936,28,327,241,9373
94028,75K under 100K,223,96,19429,0,0,202,11020
94028,100K under 200K,575,379,84611,36,450,554,52410
94028,200K or more,1250,1066,1475602,45,404,1238,1153688
94030,1 under 25K,3025,446,35297,254,2578,1446,9034
94030,25K under 50K,2183,617,81058,291,3103,2013,43544
94030,50K under 75K,1564,649,96465,157,1542,1524,60728
94030,75K under 100K,1094,628,94938,112,1112,1083,62820
94030,100K under 200K,2121,1625,294729,209,2095,2118,204173
94030,200K or more,862,749,304528,69,613,860,239605
94038,1 under 25K,410,60,5151,38,344,200,1142
94038,25K under 50K,264,83,9621,41,442,245,4732
94038,50K under 75K,172,78,10633,34,357,164,6233
94038,75K under 100K,115,61,9983,0,0,115,6660
94038,100K under 200K,294,209,40389,34,348,294,27752
94038,200K or more,132,113,44500,0,0,131,33967
94040,1 under 25K,4056,566,50654,266,2797,1847,11544
94040,25K under 50K,2908,753,106424,273,3165,2709,56997
94040,50K under 75K,1762,561,108125,152,1600,1737,74374
